ISBN10,ISBN13,Title,Author,Cover,Publisher,Pages,,
671004530,9.78067E+12,On The Street Where You Live,Mary Higgins Clark,http://www.openisbn.com/cover/0671004530_72.jpg,Pocket Books,432,,
3421056056,9.78342E+12,Rosa: Roman,Heike Geißler,http://www.openisbn.com/cover/3421056056_72.jpg,Deutsche Verlags-Anstalt,216,,
3442720141,9.78344E+12,Der Buchtrinker.,Klaas Huizing,http://www.openisbn.com/cover/3442720141_72.jpg,Btb Verlag,196,,
325722575X,9.78326E+12,Der Hahn Ist Tot,Ingrid Noll,http://www.openisbn.com/cover/325722575X_72.jpg,Diogenes Verlag,272,,
3442413338,9.78344E+12,Lauf,,,,,,
3499129728,9.7835E+12,Karussell Des Lebens,Rosamunde Pilcher,,,,,
3442435366,9.78344E+12,Die Tote Ohne Namen: Roman,Patricia Cornwell,,,,,
3442441382,9.78344E+12,Ein Fall Für Kay Scarpetta,Patricia Cornwell,,,,,
3499613638,9.7835E+12,Ein Blick Zurück,,,,,,
3499134411,9.7835E+12,Stadtgeschichten,Armistead Maupin,http://www.openisbn.com/cover/3499134411_72.jpg,Rowohlt Tb.,0,,
3257224303,9.78326E+12,Gibt's Ein Baby,,,,,,
3462025864,9.78346E+12,Fever Pitch: Ballfieber - Die Geschichte Eines Fans,Nick Hornby,,,,,
811811654,9.78081E+12,Taxi Driver Wisdom,Risa Mickenberg,,,,,
440226414,9.78044E+12,Fortune's Hand,Belva Plain,http://www.openisbn.com/cover/0440226414_72.jpg,Dell,448,,
60233532,9.78006E+12,David And Della: A Novel,Paul Zindel,http://www.openisbn.com/cover/0060233532_72.jpg,Harpercollins Childrens Books,167,,
60959037,9.78006E+12,Prodigal Summer: A Novel,Barbara Kingsolver,http://www.openisbn.com/cover/0060959037_72.jpg,Harper Perennial,464,,
055327886X,9.78055E+12,Rubyfruit Jungle,Rita Mae Brown,http://www.openisbn.com/cover/055327886X_72.jpg,Bantam,256,,
805036377,9.78081E+12,M Is For Malice (The Kinsey Millhone Alphabet Mysteries),Sue Grafton,http://www.openisbn.com/cover/0805036377_72.jpg,Henry Holt And Co.,304,,
688156134,9.78069E+12,Stalker: A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels),Faye Kellerman,http://www.openisbn.com/cover/0688156134_72.jpg,William Morrow,416,,
374232415,9.78037E+12,Pictures Of A Childhood: Sixty-Six Watercolors And An Essay,Alice Miller,http://www.openisbn.com/cover/0374232415_72.jpg,Farrar Straus &amp; Giroux (T),161,,
014028009X,9.78014E+12,Bridget Jones's Diary,Helen Fielding,http://www.openisbn.com/cover/014028009X_72.jpg,Penguin (Non-Classics),288,,
60697024,9.78006E+12,Gifts Of The Spirit: Living The Wisdom Of The Great Religious Traditions,Philip Zaleski,,,,,
140254587,9.78014E+12,Salvation On Sand Mountain: Snake-Handling And Redemption In Southern Appalachia,Dennis Covington,http://www.openisbn.com/cover/0140254587_72.jpg,Penguin (Non-Classics),272,,
375708278,9.78038E+12,Isaac's Storm: A Man,,,,,,
3442541034,9.78344E+12,Enten Füttern.,Guido Eckert,http://www.openisbn.com/cover/3442541034_72.jpg,Goldmann,222,,
340581239,9.78034E+12,Blindfold,Siri Hustvedt,http://www.openisbn.com/cover/0340581239_72.jpg,Trafalgar Square,224,,
425187063,9.78043E+12,Death In Paradise (Jesse Stone Novels),Robert B. Parker,http://www.openisbn.com/cover/0425187063_72.jpg,Berkley,320,,
2264032200,9.78226E+12,Maybe The Moon,Armistead Maupin,http://www.openisbn.com/cover/2264032200_72.jpg,10 X 18,384,,
2070407675,9.78207E+12,Les Enfants Du Marais,Georges Montforez,http://www.openisbn.com/cover/2070407675_72.jpg,Gallimard,0,,
2253171395,9.78225E+12,Une Si Longue Nuit,Mary Higgins Clark,http://www.openisbn.com/cover/2253171395_72.jpg,Le Livre De Poche,249,,
2070408507,9.78207E+12,Le Petit Prince,Antoine De Saint-Exupéry,http://www.openisbn.com/cover/2070408507_72.jpg,Gallimard,97,,
2253054747,9.78225E+12,Ne Pleure Pas Ma Belle,Higgins Clark,http://www.openisbn.com/cover/2253054747_72.jpg,Le Livre De Poche,286,,
2258579,9.78E+12,Resurrection Club,Christopher Wallace,http://www.openisbn.com/cover/0002258579_72.jpg,Harpercollins Uk,192,,
446361305,9.78045E+12,Queen Of Angels (Questar Science Fiction),Greg Bear,http://www.openisbn.com/cover/0446361305_72.jpg,Grand Central Publishing,432,,
3775713328,9.78378E+12,Ernst Ludwig Kirchner. Mountain Life. The Early Years In Davos 1917-1926,Kunstmuseum Basel,http://www.openisbn.com/cover/3775713328_72.jpg,Hatje Cantz Verlag,180,,
451524063,9.78045E+12,Four Major Plays: Volume 1: A Doll House; The Wild Duck; Hedda Gabler; The Master Builder (Signet Classics),Henrik Ibsen,,,,,
451411285,9.78045E+12,Sing Me Home,Jerri Corgiat,http://www.openisbn.com/cover/0451411285_72.jpg,Onyx,384,,
743246349,9.78074E+12,Heaven Lake: A Novel,John Dalton,http://www.openisbn.com/cover/0743246349_72.jpg,Scribner,464,,
031286504X,9.78031E+12,I Am Legend,Richard Matheson,http://www.openisbn.com/cover/031286504X_72.jpg,Orb Books,317,,
1928556396,9.78193E+12,Searching For Virginia Dare: A Fool's Errand,Marjorie Hudson,http://www.openisbn.com/cover/1928556396_72.jpg,Coastal Carolina Press,190,,
517676044,9.78052E+12,Spite,,,,,,
1562054376,9.78156E+12,Internet Firewalls And Network Security,Karanjit Siyan,,,,,
735700737,9.78074E+12,CCNA Exam Certification Guide (CCNA Exam 640-407),Wendell Odom,http://www.openisbn.com/cover/0735700737_72.jpg,Cisco Systems,613,,
28604032,9.78003E+12,The New York Public Library Science Desk Reference (The New York Public Library Series),Frommer,,,,,
1573220256,9.78157E+12,Ethics For The New Millennium,Dalai Lama,http://www.openisbn.com/cover/1573220256_72.jpg,Riverhead Press,237,,
034547063X,9.78035E+12,Black House,Stephen King,,,,,
425181480,9.78043E+12,Bump And Run,Mike Lupica,http://www.openisbn.com/cover/0425181480_72.jpg,Berkley,352,,
405054610,9.78041E+12,Little Golden America (Foreign Travelers In America,,,,,,
312280769,9.78031E+12,Education Of A Felon: A Memoir,Edward Bunker,http://www.openisbn.com/cover/0312280769_72.jpg,St. Martin's Griffin,320,,
1585673390,9.78159E+12,Past Continuous (Tusk Ivories),Yaakov Shabtai,http://www.openisbn.com/cover/1585673390_72.jpg,Overlook TP,389,,
886778964,9.78089E+12,Valor's Choice (Valor Novel),Tanya Huff,http://www.openisbn.com/cover/0886778964_72.jpg,DAW,409,,
3596154766,9.7836E+12,Silberfaden,Ricarda Junge,http://www.openisbn.com/cover/3596154766_72.jpg,Fischer (Tb.),,,
1561631469,9.78156E+12,Verdilak,Bo Hampton,,,,,
1841950149,9.78184E+12,Shella (Canongate Crime Classics S.),Andrew H. Vachss,http://www.openisbn.com/cover/1841950149_72.jpg,Canongate Pub Ltd,240,,
1852428112,9.78185E+12,The Sexual Life Of Catherine M.,Catherine Millet,,,,,
1418447293,9.78142E+12,The Thoughts Of An Emigrant,Albert Schwarzenbach,http://www.openisbn.com/cover/1418447293_72.jpg,Authorhouse,68,,
451457811,9.78045E+12,Storm Front (The Dresden Files,,,,,,
553342495,9.78055E+12,Love Medicine: A Novel,Louise Erdrich,http://www.openisbn.com/cover/0553342495_72.jpg,Bantam Books,272,,
374525641,9.78037E+12,The Spirit Catches You And You Fall Down,Anne Fadiman,http://www.openisbn.com/cover/0374525641_72.jpg,Farrar,,,
571167926,9.78057E+12,Vampyres: Lord Byron To Count Dracula,Christopher Frayling,http://www.openisbn.com/cover/0571167926_72.jpg,Faber &amp; Faber,528,,
059043344X,9.78059E+12,Ten Great Mysteries By Edgar Allan Poe,Edgar Allan Poe,,,,,
140043136,9.78014E+12,The Bride And The Bachelors: Five Masters Of The Avant-Garde,Calvin Tomkins,http://www.openisbn.com/cover/0140043136_72.jpg,Penguin (Non-Classics),336,,
874775132,9.78087E+12,Drawing On The Right Side Of The Brain,Betty Edwards,http://www.openisbn.com/cover/0874775132_72.jpg,Tarcher,254,,
738846503,9.78074E+12,Phoenix Flower,Bernard P. Chamberlain,http://www.openisbn.com/cover/0738846503_72.jpg,Xlibris Corp,376,,
1552633217,9.78155E+12,The Jasmine Man,Lola Lemire Tostevin,http://www.openisbn.com/cover/1552633217_72.jpg,Key Porter Books,224,,
375701311,9.78038E+12,Martha Peake: A Novel Of The Revolution,Patrick McGrath,http://www.openisbn.com/cover/0375701311_72.jpg,Vintage,384,,
340265450,9.78034E+12,Margaret The Queen,Nigel Tranter,http://www.openisbn.com/cover/0340265450_72.jpg,Coronet,0,,
441004954,9.78044E+12,The Dragon And The Djinn,Gordon R. Dickson,http://www.openisbn.com/cover/0441004954_72.jpg,Ace,400,,
312244266,9.78031E+12,Let's Talk About Being Selfish,Joy Wilt Berry,http://www.openisbn.com/cover/0312244266_72.jpg,Grolier Enterprises Corp,0,,
786889098,9.78079E+12,Tropical Depression,Laurence Shames,http://www.openisbn.com/cover/0786889098_72.jpg,Hyperion Books,368,,
373169884,9.78037E+12,The Playboy's Protegee (Harlequin American Romance),Michele Dunaway,http://www.openisbn.com/cover/0373169884_72.jpg,Harlequin,256,,
1551660539,9.78155E+12,Falcon'S Flight,Joan Hohl,http://www.openisbn.com/cover/1551660539_72.jpg,Mira,248,,
373076371,9.78037E+12,Night Of The Jaguar,Merline Lovelace,http://www.openisbn.com/cover/0373076371_72.jpg,Silhouette,256,,
373259646,9.78037E+12,Tempted In Texas (Single In The City) (Harlequin Temptation),Heather Macallister,http://www.openisbn.com/cover/0373259646_72.jpg,Harlequin,224,,
553445014,9.78055E+12,PLAYING WITH FIRE (Loveswept),Debra Dixon,http://www.openisbn.com/cover/0553445014_72.jpg,Loveswept,0,,
037325668X,9.78037E+12,Man Under The Mistletoe (Harlequin Temptation),Debra Carroll,http://www.openisbn.com/cover/037325668X_72.jpg,Harlequin,217,,
373098006,9.78037E+12,The Pride Of St Charles Avenue (Silhouette Special Edition #800),Carole Halston,http://www.openisbn.com/cover/0373098006_72.jpg,Silhouette,0,,
373095244,9.78037E+12,Phoenix Rising (Silhouette Special Edition),Mary Kirk,http://www.openisbn.com/cover/0373095244_72.jpg,Silhouette,253,,
373885210,9.78037E+12,The Fairy Tale Girl (Western Lovers: Denim &amp; Diamonds #21),Ann Major,http://www.openisbn.com/cover/0373885210_72.jpg,Harlequin,256,,
1565970519,9.78157E+12,High-Riding Heroes (Kismet Romance),Joey Light,http://www.openisbn.com/cover/1565970519_72.jpg,Meteor Publishing Corporation,224,,
373075286,9.78037E+12,Mclain'S Law (Premiere) (Silhouette Intimate Moments),Kylie Brant,http://www.openisbn.com/cover/0373075286_72.jpg,Silhouette,0,,
373223455,9.78037E+12,Lethal Lover (Dangerous Men,,,,,,
373031114,9.78037E+12,The Girl He Left Behind (Harlequin Romance #3111),Emma Goldrick,http://www.openisbn.com/cover/0373031114_72.jpg,Harlequin,189,,
373115458,9.78037E+12,Spirit Of Love (Harlequin Presents),Goldrick,http://www.openisbn.com/cover/0373115458_72.jpg,Harlequin,0,,
373164556,9.78037E+12,Sand Man (Harlequin American Romance,,,,,,
821756672,9.78082E+12,Firebrand,Laurel Collins,http://www.openisbn.com/cover/0821756672_72.jpg,Splendor,384,,
373291019,9.78037E+12,Angel Of The Knight (Historical,,,,,,
373168713,9.78037E+12,Tame An Older Man (2001 Ways To Wed) (Harlequin American Romance),Kara Lennox,http://www.openisbn.com/cover/0373168713_72.jpg,Harlequin,256,,
373168829,9.78037E+12,Daddy To Be Determined (Who'S The Daddy?) (American Romance,,,,,,
373169795,9.78037E+12,Have Cowboy,,,,,,
373169477,9.78037E+12,Secret Service Dad: Grooms In Uniform (Harlequin American Romance,,,,,,
446364290,9.78045E+12,Prime Time,Sandra Brown,http://www.openisbn.com/cover/0446364290_72.jpg,Vision,256,,
373482957,9.78037E+12,Undue Influence (A Paul Madriani Novel),Steve Martini,http://www.openisbn.com/cover/0373482957_72.jpg,Jove,480,,
446600342,9.78045E+12,Where There's Smoke,Sandra Brown,http://www.openisbn.com/cover/0446600342_72.jpg,Grand Central Publishing,512,,
445205512,9.78045E+12,Slow Heat In Heaven,Sandra Brown,http://www.openisbn.com/cover/0445205512_72.jpg,Warner Books,455,,
1551666014,9.78155E+12,Tomorrow's Promise,Sandra Brown,http://www.openisbn.com/cover/1551666014_72.jpg,Mira,296,,
446356859,9.78045E+12,Sunset Embrace (Coleman Family Saga),Sandra Brown,http://www.openisbn.com/cover/0446356859_72.jpg,Grand Central Publishing,384,,
446603082,9.78045E+12,Sweet Anger,Sandra Brown,http://www.openisbn.com/cover/0446603082_72.jpg,Vision,320,,
446360511,9.78045E+12,Eloquent Silence,Sandra Brown,http://www.openisbn.com/cover/0446360511_72.jpg,Vision,288,,
446364312,9.78045E+12,Tempest In Eden,Sandra Brown,http://www.openisbn.com/cover/0446364312_72.jpg,Grand Central Publishing,256,,
446364150,9.78045E+12,Hidden Fires,Sandra Brown,http://www.openisbn.com/cover/0446364150_72.jpg,Vision,356,,
446356875,9.78045E+12,Another Dawn (Coleman Family Saga),Sandra Brown,http://www.openisbn.com/cover/0446356875_72.jpg,Grand Central Publishing,464,,
373288468,9.78037E+12,Tapestry Of Fate (Harlequin Historical),Nina Beaumont,http://www.openisbn.com/cover/0373288468_72.jpg,Harlequin,298,,
373166621,9.78037E+12,Dana And The Calendar Man (Harlequin American Romance #662),Lisa Bingham,http://www.openisbn.com/cover/0373166621_72.jpg,Harlequin,0,,
446360708,9.78045E+12,Love Beyond Reason,Sandra Brown,http://www.openisbn.com/cover/0446360708_72.jpg,Grand Central Publishing,272,,
373222289,9.78037E+12,Ghostwriter (Harlequin Intrigue),Eve Gladstone,http://www.openisbn.com/cover/0373222289_72.jpg,Harlequin,0,,
373169302,9.78037E+12,Randall Honor (Brides For Brothers) (Harlequin American Romance Series # 930),Judy Christenberry,http://www.openisbn.com/cover/0373169302_72.jpg,Harlequin,256,,
373169639,9.78037E+12,Sweeping The Bride Away (Harlequin American Romance,,,,,,
1551660903,9.78155E+12,Destiny's Child,Barbara Bretton,http://www.openisbn.com/cover/1551660903_72.jpg,Mira,304,,
553440845,9.78055E+12,The Last Brady (Loveswept No,,,,,,
373098677,9.78037E+12,When Stars Collide (Silhouette Special Edition),Coughlin,http://www.openisbn.com/cover/0373098677_72.jpg,Silhouette,0,,
373451911,9.78037E+12,For Old Times Sake (Men Made In America: South Dakota #41),Kathleen Eagle,http://www.openisbn.com/cover/0373451911_72.jpg,Silhouette,0,,
373096585,9.78037E+12,Step From A Dream (Special Edition),Andrea Edwards,http://www.openisbn.com/cover/0373096585_72.jpg,Silhouette,0,,
373169175,9.78037E+12,The Unlawfully Wedded Princess (The Carradignes: American Royalty) (Harlequin American Romance # 917),Kara Lennox,http://www.openisbn.com/cover/0373169175_72.jpg,Harlequin,256,,
373169469,9.78037E+12,The Inconveniently Engaged Prince: The Carradignes-American Royalty (Harlequin American Romance,,,,,,
373255500,9.78037E+12,One More Time (Harlequin Temptation),Rita Clay Estrada,http://www.openisbn.com/cover/0373255500_72.jpg,Harlequin,0,,
037324343X,9.78037E+12,Texas Royalty (Special Edition,,,,,,
373165048,9.78037E+12,Twilight Magic (Harlequin American Romance),Dawson,http://www.openisbn.com/cover/0373165048_72.jpg,Harlequin,0,,
452282829,9.78045E+12,We Were The Mulvaneys (Oprah's Book Club),Joyce Carol Oates,http://www.openisbn.com/cover/0452282829_72.jpg,Plume,464,,
452281091,9.78045E+12,Chang And Eng,Darin Strauss,http://www.openisbn.com/cover/0452281091_72.jpg,Plume,336,,
679781579,9.78068E+12,Ultimate Journey: Retracing The Path Of An Ancient Buddhist Monk Who Crossed Asia In Search Of Enlightenment,Richard Bernstein,http://www.openisbn.com/cover/0679781579_72.jpg,Vintage,368,,
380728532,9.78038E+12,The Rise And  Fall Of The American Teenager,Thomas Hine,http://www.openisbn.com/cover/0380728532_72.jpg,Harper Perennial,336,,
395754127,9.7804E+12,The Gangster Of Love,Jessica Hagedorn,http://www.openisbn.com/cover/0395754127_72.jpg,Houghton Mifflin,311,,
1585673781,9.78159E+12,What If Our World Is Their Heaven? The Final Conversations Of Philip  K. Dick,Philip K. Dike,,,,,
879757892,9.78088E+12,Animal Rights &amp; Human Morality,Bernard E. Rollin,http://www.openisbn.com/cover/0879757892_72.jpg,Prometheus Books,248,,
803251734,9.7808E+12,Old Jules: 50th Anniversary Edition (Bison Book),Mari Sandoz,,,,,
1582431612,9.78158E+12,The Visitor,Maeve Brennan,http://www.openisbn.com/cover/1582431612_72.jpg,Counterpoint,96,,
873382668,9.78087E+12,Lucy Breckinridge Of Grove Hill,Mary D. Robertson,http://www.openisbn.com/cover/0873382668_72.jpg,Kent State Univ Pr,235,,
931122740,9.78093E+12,Heroes And Saints And Other Plays: Giving Up The Ghost,,,,,,
1562800299,9.78156E+12,A Dooryard Full Of Flowers And Other Short Pieces,Isabel Miller,http://www.openisbn.com/cover/1562800299_72.jpg,Naiad Pr,160,,
1562801465,9.78156E+12,Laurel,Isabel Miller,http://www.openisbn.com/cover/1562801465_72.jpg,Naiad Pr,120,,
934971013,9.78093E+12,The Riverhouse Stories: How Pubah S. Queen And Lazy LaRue Save The World,Andrea Carlisle,,,,,
553149121,9.78055E+12,Kiss Sleeping Beauty Goodbye: Breaking The Spell Of Feminine Myths And Models,Madonna Kolbenschlag,http://www.openisbn.com/cover/0553149121_72.jpg,Bantam,227,,
761504362,9.78076E+12,Coping With Miscarriage: A Simple,,,,,,
673523241,9.78067E+12,Family In Transition,Arlene S. Skolnick,,,,,
395354846,9.7804E+12,Gender Gap: Bella Abzug's Guide To Political Power For American Women,Bella Abzug,http://www.openisbn.com/cover/0395354846_72.jpg,Houghton Mifflin Harcourt (HMH),257,,
553258958,9.78055E+12,Against Our Will,Susan Brownmiller,http://www.openisbn.com/cover/0553258958_72.jpg,Bantam,0,,
61040185,9.78006E+12,Women's Reality: An Emerging Female System In A White Male Society,Anne Wilson Schaef,http://www.openisbn.com/cover/0061040185_72.jpg,Harpercollins (Mm),240,,
816513333,9.78082E+12,New Chicana/Chicano Writing,,,,,,
816513074,9.78082E+12,New Chicana/Chicano Writing 1,Charles M. Tatum,http://www.openisbn.com/cover/0816513074_72.jpg,Univ Of Arizona Pr,0,,
1888277173,9.78189E+12,Blood Sugar,Nicole Blackman,http://www.openisbn.com/cover/1888277173_72.jpg,Incommunicado Pr,150,,
155583356X,9.78156E+12,Generation Q,Robin Bernstien,,,,,
688037127,9.78069E+12,Lesbian Crossroads: Personal Stories Of Lesbian Struggles And Triumphs,Ruth Baetz,http://www.openisbn.com/cover/0688037127_72.jpg,Morrow,273,,
688179096,9.78069E+12,Circling The Drain: Stories,Amanda Davis,http://www.openisbn.com/cover/0688179096_72.jpg,Harper Perennial,208,,
1879960214,9.78188E+12,Hot Chicken Wings,Jyl Lynn Felman,http://www.openisbn.com/cover/1879960214_72.jpg,Aunt Lute Books,176,,
345367561,9.78035E+12,Floating World,Cynthia Kadohata,http://www.openisbn.com/cover/0345367561_72.jpg,Ballantine Books,0,,
66214688,9.78007E+12,The E-Myth Contractor: Why Most Contractors' Businesses Don't Work And What To Do About It,Michael E. Gerber,http://www.openisbn.com/cover/0066214688_72.jpg,HarperBusiness,144,,
785268839,9.78079E+12,Wild At Heart: Discovering The Secret Of A Man's Soul,John Eldredge,http://www.openisbn.com/cover/0785268839_72.jpg,Thomas Nelson,256,,
871135809,9.78087E+12,All The Trouble In The World,P. J. O'Rourke,http://www.openisbn.com/cover/0871135809_72.jpg,Atlantic Monthly Press,0,,
590436848,9.78059E+12,The Golden Fleece And The Heroes Who Lived Before Achilles,Padriac Colum,http://www.openisbn.com/cover/0590436848_72.jpg,Scholastic,316,,
3442352703,9.78344E+12,Der Himmel über Dem Moor.,Eileen Campbell,http://www.openisbn.com/cover/3442352703_72.jpg,Blanvalet,317,,
449219143,9.78045E+12,Bethlehem Road,Anne Perry,http://www.openisbn.com/cover/0449219143_72.jpg,Fawcett,320,,
3795115833,9.7838E+12,Coelln: Stadt,,,,,,
3442721652,9.78344E+12,Alles Fließt,,,,,,
3499156938,9.7835E+12,Boy. Schönes Und Schreckliches Aus Meiner Kinderzeit,Roald Dahl,http://www.openisbn.com/cover/3499156938_72.jpg,Rowohlt Tb.,201,,
347354034X,9.78347E+12,Die Welle,Morton Rhue,http://www.openisbn.com/cover/347354034X_72.jpg,Ravensburger Buchverlag,143,,
034540761X,9.78035E+12,The Final Judgment,Richard North Patterson,http://www.openisbn.com/cover/034540761X_72.jpg,Ballantine Books,512,,
61057797,9.78006E+12,DRAGON &amp; UNICORN            MM,A. A. Attanasio,http://www.openisbn.com/cover/0061057797_72.jpg,Harper Voyager,560,,
